"","v_names","v_label"
"5655","hml13_23","net designation number (hmlidx) for 1st net person slept under last night"
"5656","hml13_24","net designation number (hmlidx) for 1st net person slept under last night"
"5657","hml13_25","net designation number (hmlidx) for 1st net person slept under last night"
"5658","hml13_26","net designation number (hmlidx) for 1st net person slept under last night"
"5659","hml13_27","net designation number (hmlidx) for 1st net person slept under last night"
"5660","hml13_28","net designation number (hmlidx) for 1st net person slept under last night"
"5661","hml13_29","net designation number (hmlidx) for 1st net person slept under last night"
"5662","hml13_30","net designation number (hmlidx) for 1st net person slept under last night"
"5663","hml13_31","net designation number (hmlidx) for 1st net person slept under last night"
"5664","hml13_32","net designation number (hmlidx) for 1st net person slept under last night"
"5665","hml13_33","net designation number (hmlidx) for 1st net person slept under last night"
"5666","hml13_34","net designation number (hmlidx) for 1st net person slept under last night"
"5667","hml13_35","net designation number (hmlidx) for 1st net person slept under last night"
"5668","hml14_01","net designation number (hmlidx) for 2nd net person slept under last night"
"5669","hml14_02","net designation number (hmlidx) for 2nd net person slept under last night"
"5670","hml14_03","net designation number (hmlidx) for 2nd net person slept under last night"
"5671","hml14_04","net designation number (hmlidx) for 2nd net person slept under last night"
"5672","hml14_05","net designation number (hmlidx) for 2nd net person slept under last night"
"5673","hml14_06","net designation number (hmlidx) for 2nd net person slept under last night"
"5674","hml14_07","net designation number (hmlidx) for 2nd net person slept under last night"
"5675","hml14_08","net designation number (hmlidx) for 2nd net person slept under last night"
"5676","hml14_09","net designation number (hmlidx) for 2nd net person slept under last night"
"5677","hml14_10","net designation number (hmlidx) for 2nd net person slept under last night"
"5678","hml14_11","net designation number (hmlidx) for 2nd net person slept under last night"
"5679","hml14_12","net designation number (hmlidx) for 2nd net person slept under last night"
"5680","hml14_13","net designation number (hmlidx) for 2nd net person slept under last night"
"5681","hml14_14","net designation number (hmlidx) for 2nd net person slept under last night"
"5682","hml14_15","net designation number (hmlidx) for 2nd net person slept under last night"
"5683","hml14_16","net designation number (hmlidx) for 2nd net person slept under last night"
"5684","hml14_17","net designation number (hmlidx) for 2nd net person slept under last night"
"5685","hml14_18","net designation number (hmlidx) for 2nd net person slept under last night"
"5686","hml14_19","net designation number (hmlidx) for 2nd net person slept under last night"
"5687","hml14_20","net designation number (hmlidx) for 2nd net person slept under last night"
"5688","hml14_21","net designation number (hmlidx) for 2nd net person slept under last night"
"5689","hml14_22","net designation number (hmlidx) for 2nd net person slept under last night"
"5690","hml14_23","net designation number (hmlidx) for 2nd net person slept under last night"
"5691","hml14_24","net designation number (hmlidx) for 2nd net person slept under last night"
"5692","hml14_25","net designation number (hmlidx) for 2nd net person slept under last night"
"5693","hml14_26","net designation number (hmlidx) for 2nd net person slept under last night"
"5694","hml14_27","net designation number (hmlidx) for 2nd net person slept under last night"
"5695","hml14_28","net designation number (hmlidx) for 2nd net person slept under last night"
"5696","hml14_29","net designation number (hmlidx) for 2nd net person slept under last night"
"5697","hml14_30","net designation number (hmlidx) for 2nd net person slept under last night"
"5698","hml14_31","net designation number (hmlidx) for 2nd net person slept under last night"
"5699","hml14_32","net designation number (hmlidx) for 2nd net person slept under last night"
"5700","hml14_33","net designation number (hmlidx) for 2nd net person slept under last night"
"5701","hml14_34","net designation number (hmlidx) for 2nd net person slept under last night"
"5702","hml14_35","net designation number (hmlidx) for 2nd net person slept under last night"
"5703","hml15_01","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5704","hml15_02","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5705","hml15_03","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5706","hml15_04","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5707","hml15_05","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5708","hml15_06","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5709","hml15_07","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5710","hml15_08","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5711","hml15_09","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5712","hml15_10","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5713","hml15_11","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5714","hml15_12","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5715","hml15_13","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5716","hml15_14","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5717","hml15_15","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5718","hml15_16","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5719","hml15_17","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5720","hml15_18","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5721","hml15_19","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5722","hml15_20","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5723","hml15_21","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5724","hml15_22","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5725","hml15_23","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5726","hml15_24","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5727","hml15_25","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5728","hml15_26","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5729","hml15_27","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5730","hml15_28","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5731","hml15_29","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5732","hml15_30","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5733","hml15_31","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5734","hml15_32","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5735","hml15_33","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5736","hml15_34","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5737","hml15_35","na - net designation number (hmlidx) for 3rd net person slept under last night"
"5738","hml16_01","corrected age from individual file"
"5739","hml16_02","corrected age from individual file"
"5740","hml16_03","corrected age from individual file"
"5741","hml16_04","corrected age from individual file"
"5742","hml16_05","corrected age from individual file"
"5743","hml16_06","corrected age from individual file"
"5744","hml16_07","corrected age from individual file"
"5745","hml16_08","corrected age from individual file"
"5746","hml16_09","corrected age from individual file"
"5747","hml16_10","corrected age from individual file"
"5748","hml16_11","corrected age from individual file"
"5749","hml16_12","corrected age from individual file"
"5750","hml16_13","corrected age from individual file"
"5751","hml16_14","corrected age from individual file"
"5752","hml16_15","corrected age from individual file"
"5753","hml16_16","corrected age from individual file"
"5754","hml16_17","corrected age from individual file"
"5755","hml16_18","corrected age from individual file"
"5756","hml16_19","corrected age from individual file"
"5757","hml16_20","corrected age from individual file"
"5758","hml16_21","corrected age from individual file"
"5759","hml16_22","corrected age from individual file"
"5760","hml16_23","corrected age from individual file"
"5761","hml16_24","corrected age from individual file"
"5762","hml16_25","corrected age from individual file"
"5763","hml16_26","corrected age from individual file"
"5764","hml16_27","corrected age from individual file"
"5765","hml16_28","corrected age from individual file"
"5766","hml16_29","corrected age from individual file"
"5767","hml16_30","corrected age from individual file"
"5768","hml16_31","corrected age from individual file"
"5769","hml16_32","corrected age from individual file"
"5770","hml16_33","corrected age from individual file"
"5771","hml16_34","corrected age from individual file"
"5772","hml16_35","corrected age from individual file"
"5773","hml16a_01","na - age in months (for children)"
"5774","hml16a_02","na - age in months (for children)"
"5775","hml16a_03","na - age in months (for children)"
"5776","hml16a_04","na - age in months (for children)"
"5777","hml16a_05","na - age in months (for children)"
"5778","hml16a_06","na - age in months (for children)"
"5779","hml16a_07","na - age in months (for children)"
"5780","hml16a_08","na - age in months (for children)"
"5781","hml16a_09","na - age in months (for children)"
"5782","hml16a_10","na - age in months (for children)"
"5783","hml16a_11","na - age in months (for children)"
"5784","hml16a_12","na - age in months (for children)"
"5785","hml16a_13","na - age in months (for children)"
"5786","hml16a_14","na - age in months (for children)"
"5787","hml16a_15","na - age in months (for children)"
"5788","hml16a_16","na - age in months (for children)"
"5789","hml16a_17","na - age in months (for children)"
"5790","hml16a_18","na - age in months (for children)"
"5791","hml16a_19","na - age in months (for children)"
"5792","hml16a_20","na - age in months (for children)"
"5793","hml16a_21","na - age in months (for children)"
"5794","hml16a_22","na - age in months (for children)"
"5795","hml16a_23","na - age in months (for children)"
"5796","hml16a_24","na - age in months (for children)"
"5797","hml16a_25","na - age in months (for children)"
"5798","hml16a_26","na - age in months (for children)"
"5799","hml16a_27","na - age in months (for children)"
"5800","hml16a_28","na - age in months (for children)"
"5801","hml16a_29","na - age in months (for children)"
"5802","hml16a_30","na - age in months (for children)"
"5803","hml16a_31","na - age in months (for children)"
"5804","hml16a_32","na - age in months (for children)"
